status,text,style,zip_code,days_on_mls,list_price,list_date,new_construction,county,stories,home_age,total_baths,desc_words,listing_month,log_price,log_sqft
FOR_SALE,"OPEN HOUSE Saturday 1-3 and Sunday 2-4. Where luxury, space, and flexibility come together; This beautifully maintained property offers an updated kitchen with granite countertops and newer appliances, laundry room with pantry cabinetry, an elegant dining room, and great room. The main-level primary suite features an updated en-suite bath. Three additional bedrooms and a full bath on the main level. Upstairs boasts a fifth bedroom, game room, full bath, office, and a versatile flex space with wet bar perfect for entertaining or extended living. Enjoy outdoor living with an in-ground pool, deck and fenced backyard. The carriage house includes a full bath and finished upper level, ideal for bedroom or guests. Survey recently completed. Stunning home in a highly desirable Forest neighborhood. Convenient to 460 & Liberty University.",SINGLE_FAMILY,24551,2.0,675000.0,2026-04-23 18:12:22,False,Bedford,2.0,16.0,4.0,128,4,13.422467969854667,8.339261982923576
FOR_SALE,"Stunning contemporary home w/seasonal lake views offers modern design, versatile living spaces, & thoughtful upgrades throughout. The open foyer welcomes you into an inviting layout, featuring a dining room w/a custom built-in hutch & a spacious living room w/cathedral ceilings & a stacked stone gas log fireplace. Laminate wood flooring flows throughout the main living areas, complemented by tile in the bathrooms & laundry. The entry level includes two bedrooms & two full baths, along w/a private in-law apartment complete w/its own bedroom, full bath, kitchenette, and living area - ideal for multi-generational living or guests. The primary suite is a true retreat w/two walk-in closets, a tile shower, and a relaxing soaking tub. Upstairs, a finished bedroom w/a full bath & mini-split H offers more flexibility. Additional features include a covered & screened back deck, a paver driveway, 9' ceilings, EV outlet in the garage, conditioned crawl space, & a spacious laundry room w/granite countertops, sink, cabinetry, tile flooring, & space for a freezer.",SINGLE_FAMILY,24121,5.0,699900.0,2026-04-20 18:12:53,False,Franklin,2.0,7.0,4.0,165,4,13.458692746677631,8.027802848370312
PENDING,"Cape Cod style home situated on 1.25 acres in the Riner/Floyd VA area with an easy 10 minute commute to the Town of Floyd and 20 minutes or less to Christiansburg, VA. This 3 bedroom, 2.5 bath home offers main level living with the primary bedroom and laundry on the main floor. Recent updates include kitchen appliances, quartzite countertops, kitchen and bath sinks and faucets, marble bath counters, upstairs hardwood flooring, two heat pumps (main and upper level), tankless propane water heater, water filtration system, TREX wraparound deck and handrails, rear patio pergola, and added exterior security lighting and cameras. Additional improvements include a wired generator shed, wired workshop with shelving and work bench, plus a wired and plumbed pool area with deck that could also be used for RV space. Septic was pumped and inspected in 2025. A well-kept property offering practical updates and a convenient location in the Riner/Floyd VA area.",SINGLE_FAMILY,24149,3.0,399000.0,2026-04-22 19:13:40,False,Floyd,1.0,25.0,2.5,153,4,12.896716695872,7.655390644826152
FOR_SALE,"An exceptional opportunity awaits in the heart of Federal Hill! The William Carroll House, a stunning example of Second Empire architecture, was built in 1876 by the renowned architect R.C. Burkholder. With its iconic Mansard roof and grand period detailing, this historic masterpiece is brimming with charm and potential. Inside, you'll find high ceilings, original hardwood floors, trim and woodwork. The home boasts two kitchens, numerous fireplaces, and all the requisite formal rooms, providing abundant space for elegant living and entertaining. Plus, it even features an English basement, adding unique character. While in need of extensive renovation, this gem is full of promise- timeless elegance and unparalleled potential await, offering a rare chance to restore a piece of the city's history.",SINGLE_FAMILY,24504,30.0,239900.0,2026-03-27 02:02:19,False,Lynchburg City,2.0,150.0,4.0,121,3,12.387977448827787,8.391403185357937
FOR_SALE,"This designer home is nestled on a manicured lot in the iconic Stonewall Court neighborhood and expertly blends timeless charm with modern luxury. Thoughtfully expanded and fully renovated, the home showcases exquisite custom finishes throughout, with interiors curated by designer Janie Molster. The covered front porch sets the tone, featuring a striking custom front door and classic gas lanterns. The living room welcomes you into the home, offering warmth and character with a wood-burning fireplace and elegant custom French doors that open to the covered porch. The dining room is equally captivating, highlighted by a graphic ceiling and stunning gilded chandelier. The heart of the home is the open-concept kitchen, featuring an expansive center island, custom marble, Monogram appliances, custom lighting, dual storage pantries, and abundant storage. The kitchen flows effortlessly into the light-filled family room, complete with modern sconces and access to the covered rear porch featuring a fireplace for year-round enjoyment. The first floor primary suite is a serene retreat, complete with a cozy fireplace, custom closet, and spa-inspired marble bath. A second main level bedroom provides convenience and flexibility, with easy access to a well-appointed marble bath. Upstairs there are two additional bedrooms and a shared full bath. Additional space on the second level is currently being used as a home office but offers exceptional versatility. The space would also be a perfect guest suite with the private setting and full bath. The basement offers an extension of living space, thoughtfully designed to accommodate a variety of needs. It features useful laundry space with ample storage options. The spacious finished area on this level provides flexibility for a home gym, playroom, or media space. The convenient half bath adds functionality, making this lower level practical and comfortable. This custom home has been intentionally designed and delivers refined living in one of Richmond's most beloved neighborhoods.",SINGLE_FAMILY,23226,6.0,1650000.0,2026-04-20 06:58:26,False,Richmond City,2.0,87.0,4.5,308,4,14.316285845876763,8.102889134640868
FOR_SALE,"Welcome to 117 Timberwood Drive in the coveted Woodland Farms neighborhood of Williamsburg. This lovingly maintained, original-owner-built home sits on a spacious 2.62-acre lot offering incredible privacy with no neighbors in sight. Featuring 3 bedrooms, 2.5 bathrooms, and 2, 016 sq ft across three living levels with a full loft, this home is both comfortable and versatile. Highlights include a full commercial-size greenhouse, a detached workshop with carport, and a cozy wood stove for extra warmth. The grounds boast lush, curated landscaping with beautiful flora and fauna, creating a private oasis perfect for gardening and outdoor enjoyment. Surrounded by nature yet conveniently located, this unique property is a rare find. Don't miss your chance to call it home!",SINGLE_FAMILY,23188,9.0,485000.0,2026-04-17 10:20:14,False,James City,3.0,41.0,2.5,118,4,13.091904169919621,7.60887062919126
PENDING,"Great opportunity to own charm, history and absolute convenience! 9 minutes from downtown Lynchburg, 8 minutes from Liberty University and 4 minutes from the essentials! This home boasts all of the charm of country living in the middle of a growing city. Great yard that feels secluded and private, hardwood floors throughout, classy architectural features and the feel of a house that has been loved and cared for properly for many years. This home was built by Col. Robert Edley Craighill and his wife Nannie Hunter in 1920 and designed by Robert's brother Samuel Craighill. The slate roof and copper trim has been recently tended to with even more copper added! If you are looking for the cozy feel of the old country yet have all the conveniences of being in the city, this is the one for you!",SINGLE_FAMILY,24502,8.0,375000.0,2026-04-18 01:47:34,False,Lynchburg City,2.0,106.0,2.0,139,4,12.834681304952548,7.599401333415815
FOR_SALE,"Auction Property: List price may not reflect final sales price. List price is current bid on the property and is non-reflective of value. Auction Ends Thursday, May 14th at 3PM. Check out this home on Claytor Lake! This lakefront retreat offers a perfect blend of comfort and year-round recreation. Built in 1977, the +/- 3,240 sq ft home spans three levels. The main level (1,500 sq ft) features a living area with a gas fireplace, kitchen with deck access, a bedroom, full bath, office, and 2-car garage. Above, a +/- 240 sq ft loft serves as an ideal guest suite. The lower level (1,500 sq ft)includes a second living area, dining, kitchen, and private master suite. A standout feature is the enclosed, 1,590 sq ft heated pool area, fully insulated for year-round use with 3-8 ft depths.",SINGLE_FAMILY,24084,24.0,502000.0,2026-04-01 15:34:35,False,Pulaski,2.0,49.0,3.5,137,4,13.126355398673866,8.083328608786376
FOR_SALE,"*ALL HIGHEST & BEST OFFERS TO BE SUBMITTED NO LATER THAN 2PM MONDAY APRIL 27th, FOR REVIEW BY SELLER*. Great location on Euclid Avenue, amidst mid-century Craftsman style and cottage homes, with concrete walks, curbing, street lighting, nice ambience. Home needs update/remodel, but has a great floorplan that flows well, and beautiful wide natural wood window/door/baseboard trim (stained & varnished; never painted!). This one is a great find for the contractor, handyman or house-flipper! Bedroom on 1st level; other 3 are on 2nd floor. Just a partial basement area (furnace for steam heat and electrical panel box appear to have been replaced in recent years). Looking for something you can reimagine yourself, and make a showplace?? Look no further....INFORMATION OBTAINED FROM SELLER, VISUAL WALK-THROUGH, PUBLIC RECORD (COURTHOUSE RETRIEVAL); NOT WARRANTED. BUYER AND/OR BUYER'S AGENT TO VERIFY/CONFIRM. Seller unsure of driveway ownership or use. A few items inside the house may remain.",SINGLE_FAMILY,24201,3.0,117000.0,2026-04-22 19:51:11,False,Bristol City,2.0,93.0,2.0,151,4,11.669929213779893,7.566828479208331
FOR_SALE,"Privacy, open land--and a charming farmhouse to match! This stunning 43.37-acre property offers a perfect blend of open pasture, mature woods, and three picturesque streams. Take in breathtaking views of the Peaks of Otter and the Blue Ridge Mountains right from your own backyard. The circa-1900 farmhouse is full of character and was thoughtfully remodeled in 2020, combining timeless charm with modern updates. Experience true country living--wake up to the peaceful sounds of nature and the distant gobble of wild turkeys. With most of the acreage already fenced, this property is ready for your animals. Whether you're dreaming of a working farm, a private retreat, or a homestead, the possibilities here are endless. Enjoy wide open spaces, big skies, and the beauty of Bedford County--this is rural living at its finest.",SINGLE_FAMILY,24523,10.0,585000.0,2026-04-15 18:48:01,False,Bedford,2.0,126.0,1.5,131,4,13.279367126213993,7.9215356321335495
FOR_SALE,"Enjoy the perfect blend of privacy and convenience just minutes from Roanoke. Tucked into a peaceful, natural setting, this home offers space and flexibility both inside and out. The main level features updated luxury vinyl plank flooring, a spacious kitchen with an oversized pantry, and main-level laundry. The home includes three bedrooms, including a primary suite with hardwood flooring, plus a versatile bonus attic room ideal for an office, guest space, or hobby area. Outside, you'll find a detached two-car garage with electricity and additional space below for a workshop or storage, a 42x24 RV shed, and a fenced dog yard. This property is perfect for everyday living and extra storage needs.",SINGLE_FAMILY,24014,5.0,275000.0,2026-04-21 01:29:12,False,Roanoke,2.0,73.0,1.0,112,4,12.524526376648708,7.310550158534422
FOR_SALE,"This historic Floyd home has been thoughtfully renovated to blend farmhouse details like original hardwoods & masonry with modern touches like open living spaces & noise dampening insulation that improves energy efficiency-all on 2 acres! Walking through the front door, you'll see gleaming new hardwoods, the original restored staircase, & a view of the open living & dining spaces. The kitchen, with new cabinetry, granite countertops, & tile backsplash, opens to a covered deck for outdoor dining & relaxing! The main floor also has a bedroom, a full bathroom with laundry, & a pantry for additional storage. Upstairs, you'll find original refinished hardwoods in the hall & the entry to the charming upstairs balcony. The spacious primary suite has a gorgeous bathroom with a custom tile shower & soaking tub. You'll also find two large bedrooms & 3rd full bath. The home has new two-zone heat pumps, along with a sleek black metal roof& a freshly painted exterior for some fantastic curb appeal!",SINGLE_FAMILY,24091,11.0,425000.0,2026-04-15 00:26:11,False,Floyd,2.0,151.0,3.0,163,4,12.959844447906553,7.655390644826152
PENDING,"Cape Cod style home situated on 1.25 acres in the Riner/Floyd VA area with an easy 10 minute commute to the Town of Floyd and 20 minutes or less to Christiansburg, VA. This 3 bedroom, 2.5 bath home offers main level living with the primary bedroom and laundry on the main floor. Recent updates include kitchen appliances, quartzite countertops, kitchen and bath sinks and faucets, marble bath counters, upstairs hardwood flooring, two heat pumps (main and upper level), tankless propane water heater, water filtration system, TREX wraparound deck and handrails, rear patio pergola, and added exterior security lighting and cameras. Additional improvements include a wired generator shed, wired workshop with shelving and work bench, plus a wired and plumbed pool area with deck that could also be used for RV space. Septic was pumped and inspected in 2025. A well-kept property offering practical updates and a convenient location in the Riner/Floyd VA area.",SINGLE_FAMILY,24149,3.0,399000.0,2026-04-22 15:32:50,False,Floyd,2.0,25.0,2.5,153,4,12.896716695872,7.655390644826152
FOR_SALE,"Views, views and more views from this spacious farmhouse situated on 5.62 acres, which features four bedrooms and two and a half bathrooms with an attached, two car garage. Rocking chairs are a necessity with a large, covered front porch and two, covered rear decks to take in the amazing 360 degree views! The kitchen features an open spacious area with new granite countertops and updated appliances. The living room boasts of a fireplace with gas logs which opens to a secluded deck on the back of the home and is also accessible from the kitchen for evening sunsets or morning coffee. Bring the critters and the sellers will be happy to leave you some of theirs to get you started! If country living in a convenient location is on your checklist, you've found your new home!",SINGLE_FAMILY,24084,4.0,452700.0,2026-04-21 19:22:42,False,Pulaski,2.0,37.0,2.5,137,4,13.02298493342405,7.640123172695364
FOR_SALE,"A rare find with this much charm. Welcome to peace and serenity. Lovely 4 Bedroom 2 Bathroom Farmstyle home. It offers lots of character and space with an open kitchen and dining area. The property boasts multiple storage buildings for chickens, man/woman cave, gym, etc. The fire pit and large deck are wonderful for entertaining. The front porch has a perfect view and large driveway. The entire 3.08 acres fenced for your fur babies. This house will NOT last long.",SINGLE_FAMILY,24554,2.0,349000.0,2026-04-24 12:40:32,False,Campbell,2.0,76.0,2.0,80,4,12.762827201184564,7.43955930913332
FOR_SALE,"Welcome to this charming 3 bedroom 1 bath home tucked away in a peaceful wooded setting! This cozy property offers the perfect blend of privacy and functionality with a spacious deck ideal for relaxing, entertaining, or enjoying your morning coffee surrounded by nature. Step inside to a warm and inviting living area featuring durable flooring, neutral tones, and plenty of natural light. The open flow leads into a bright kitchen complete with ample cabinet space and a convenient layout for everyday living. All three bedrooms provide comfortable space and flexibility for family, guests, or a home office. The full bathroom is centrally located and designed for easy access. Outside, you'll love the generous yard space with room to garden, play, or simply unwind. The deck and wooded backdrop create a private retreat feel while still being just a short drive to town amenities. This home offers comfort, value, and a serene setting you won't want to miss!",SINGLE_FAMILY,24073,8.0,199900.0,2026-04-17 18:10:39,False,Montgomery,2.0,52.0,1.0,157,4,12.205572520488492,6.962243464266207
FOR_SALE,"Check out this exceptional 21.739 acre property for sale in Floyd County near the Blue Ridge Parkway, featuring a custom 4,752 sqft handcrafted home with 4 BR and 3.5 BA. The main level boasts an open floor plan, vaulted great room with a stone fireplace, HVAC, radiant floor heat, and a kitchen with bar seating. Enjoy scenic views from the Timber Tech decking or screened porch. This efficient home includes 17 solar panels, solar thermal radiant heat, and a 16kW standby generator. The property offers a 2-car attached garage plus a 2 story 4-car detached garage with an above workshop. Ideal for a mini-farm, the land features fenced pastures, a stocked pond, 9 water hydrants, a post and beam barn, and chicken/turkey coops. Outdoor living is enhanced by an in-ground saltwater pool (2020) and an apple orchard. With frontage on Franklin Pike, this rare find combines luxury, privacy, and agricultural functionality. Perfect for a full-time residence or private retreat.",SINGLE_FAMILY,24091,8.0,1195000.0,2026-04-17 19:01:40,False,Floyd,2.0,17.0,3.5,159,4,13.993656743347747,8.355144739461839
FOR_SALE,2 for the price of one!!!! These 2 homes would make an excellent investment opportunity whether you are looking to flip or acquire rental units. Located within minutes of the grocery store or walking distance of the hospital the location and long back yard offer a lot of potential. One home is a 2 bed 1 bath and the other is a 3 bed 1 bath and both are ready for you to finish them up how you desire. Homes are being sold in as is condition. All information to be verified by all buyers and buyer's agents as it was gathered from public records. Subject to Errors and Omissions.,SINGLE_FAMILY,24228,30.0,65000.0,2026-03-27 01:41:19,False,OTHER,1.0,86.0,2.0,110,3,11.082142548877775,7.049254841255837
FOR_SALE,"Circa 1825, this historic beauty sits squarely in the charming village of Newbern! Large rooms, tall ceilings, four fireplaces, original log and hewn accent walls along with many updates and upgrades through the years. Current owner has installed new metal roofing, complete electrical upgrade, three ductless heat pumps, kitchen facelift, composite decking with a new side entrance, mostly new plumbing and the majority of the windows have been replaced. There are stainless steel liners in the fireplaces of the living room and primary bedroom. In the back yard, you'll find lots of space and a charming guest cottage/artist studio with a front porch and rear deck! Tons of possibilities and a true place to call home while experiencing the small village feel but so convenient to I-81, Volvo, NRCC and much more. This property is a true value in today's market!",SINGLE_FAMILY,24084,1.0,234900.0,2026-04-24 16:14:03,False,Pulaski,2.0,201.0,2.0,141,4,12.366915170647005,7.685243607975833
FOR_SALE,"Welcome to 5670 Hickory Street-a thoughtfully crafted home built just 7 years ago, set on 5 peaceful acres in the heart of Powhatan, where life naturally slows down and space invites you to breathe. As you make your way down the quiet dirt road, you're gently reminded to ease into the moment-this is a place where the pace of life shifts. Arriving home, the welcoming front porch-with its soft wind chimes catching the breeze-sets the tone for mornings with coffee and evenings that linger just a little longer. Inside, this 3-bedroom, 2-bath home offers a bright, open layout designed for both comfort and connection. The living spaces flow effortlessly, creating an inviting atmosphere for gathering with family or hosting friends. The kitchen anchors the home with functionality and warmth, ready for everyday meals and meaningful moments alike. The primary living areas are complemented by a versatile bonus room in the basement-perfect for a home office, creative space, or quiet retreat. Step outside to enjoy your private 5-acre setting, complete with a spacious deck ideal for entertaining, relaxing, or simply taking in the natural surroundings. A 2-car garage and additional parking area provide convenience, while the land offers endless opportunity to personalize your outdoor lifestyle. Whether you're drawn to the charm of the front porch, the serenity of the land, or the flexibility of the space, this home offers more than just a place to live-it offers a way of life. No known defects but home being sold ""As-is"".",SINGLE_FAMILY,23139,22.0,420000.0,2026-04-04 01:06:03,False,Powhatan,1.0,7.0,2.0,248,4,12.948009990259552,7.221105098182496
FOR_SALE,"Artists write about it, some paint it, others sing about it...the constantly moving hypnotic essence of a river, its healing properties & the adventures one provides. This impressive home with its chalet-type atmosphere gives you all of that & more with its 993' of river frontage on the North Fork of the Holston River-recognized as one of the best small mouth bass streams west of the New River. Imagine floating down the currents, fishing from its banks or simply meditating while listening to the calming flow of water from your own primary bedroom. Whether you want to make this your full-time residence or just a vacation retreat you can relax knowing that, if needed, you can ''live off the grid''. With a 260' spring-fed well, 20kw Generac generator, 500 gallon propane tank, & 31 acres of forest, you're ready! And that's just some of the basics. The wrap around deck (featuring multi-level sitting areas-one with a hot tub) from which to view the river and beautiful mountain ranges, oversized (drive through) garage & circular drive, concrete driveway with drainage ports, & 14 x 14 outbuilding which houses 2 potting stations (with granite counter tops) highlight the exterior. And the lovely interior showcases 4 large bedrooms and 3.5 baths; two gas fireplaces with stone surround; hardwood, marble, black granite & ceramic tile flooring; designer lighting fixtures (the chandelier in the staircase was featured in Architectural Digest); lunette transom windows; cast-iron fire back wall features & other subtle design-focused elements. The kitchen is a chef's dream with closet & slide-out pantries, stainless steel appliances including a Heartland gas range with electric oven, custom-built ''Rustic Alderwood'' kitchen cabinetry, granite counter tops & an island for food prep. The primary suite presents itself with glass, double entrance doors (etched with design for privacy), vaulted ceiling, a gas fireplace, Fandelier, crown molding with remote-controlled lighting & beautiful views of the river and mountains. The primary bath is its own haven with ''Maple Wood'' cabinets/tub surround-from Abingdon Mill, jetted tub, separate walk-in shower & double sink vanity. A studio guest suite with kitchenette, separate entrance to back deck, & full bath with walk-in shower & closet is convenient for guests, family members or rental income. And there's a sitting area with views of the river at the top of the stairs-a perfect spot for Sunday afternoon reading. Within 30 minutes of Bristol Hard Rock Casino, Bristol Motor Speedway, historic Abingdon Virginia, Barter Theater, the Virginia Creeper Trail, and other prominent hiking trails, national forests and recreational venues. It's a peaceful mountain retreat...can you hear it? It's calling your name.....",SINGLE_FAMILY,24210,7.0,999900.0,2026-04-18 21:15:10,False,Washington,2.0,18.0,3.5,433,4,13.815410552963941,7.97728198675515
FOR_SALE,"Charming fixer-upper opportunity in the heart of Clarksville, VA! This 3-bedroom, 1 full bath, 1 half bath home at 379 Old Rock Road offers great potential for investors or buyers ready to make it their own. Features include a roomy living room with wood-burning fireplace, built-in bookcases, hardwood floors, ample closet space, an enclosed side porch, new gutters and an unfinished basement for additional storage or future expansion. Public water and sewer. Property is being sold AS IS, WHERE IS and will not qualify for FHA, VA, or USDA financing; buyer to complete all desired inspections. Conveniently located just minutes from Kinderton Country Club where membership offers access to a beautiful Donald Ross designed golf course, dining, social events, and a welcoming community atmosphere. Enjoy nearby boat ramps to Kerr Lake, a 50,000-acre lake with over 800 miles of shoreline, perfect for boating, fishing, and relaxing waterfront days. Clarksville, known as Virginia's only lakeside town, offers small-town charm, local dining, shopping, and year-round events, making this a wonderful place to live or invest.",SINGLE_FAMILY,23927,14.0,130000.0,2026-04-11 18:06:45,False,Mecklenburg,2.0,76.0,1.5,173,4,11.77528972943772,7.352441100243583
FOR_SALE,"Welcome home to this charming and well-maintained brick ranch in Castlewood! This cozy 3-bedroom, 2-bath home offers timeless appeal with beautiful hardwood floors throughout all living spaces and bedrooms, complemented by durable vinyl flooring in the kitchen and baths. The layout is both functional and inviting, with comfortable living areas perfect for everyday living or entertaining. A full basement provides excellent storage or the potential for additional finished space to suit your needs. Situated in a peaceful setting, this home combines classic style with a warm, welcoming feel--ideal for anyone looking for comfort, convenience, and low-maintenance living. Don't miss this cute and cozy gem!",SINGLE_FAMILY,24224,1.0,149999.0,2026-04-24 15:53:29,False,OTHER,2.0,66.0,2.0,104,4,11.918383906389504,7.116394144093465
